2E0AGB,Allen
F6EAZ,Chris
F6EFI,Bernard
F6EJU,Jean Claude
F6EKR,Andre
F6ENI,Bruno
F6ENN,Henri
F6ENO,Alain
F6ENY,Joseph
F6EOC,Daniel
F6EPO,Dominic
F6ESB,Jacques
F6EWB,Jean Paul
F6FHO,Philippe
F6FII,Jean
F6FLF,Francis
F6FLH,Gay
F6FNA,Jean Pierre
F6FNG,Alain
F6FSQ,Jean-Philippe
F6FTB,Christian
F6FTI,Pierre-Etienne
F6FUZ,Jean Marie
F6GCP,Patrice
F6GCT,Jean-Louis
F6GKQ,Denis
F6GLX,Andre
F6GLZ,Jean
F6GSI,Alain
F6GUF,Alain
F6GUU,Dick
F6GYH,Bernard
F6HBI,Gerald
F6HBR,Alain
F6HHR,Denis
F6HIA,Dominique
F6HJO,Luc
F6HKA,Bertrand
F6HRP,Alain
F6ICG,Gerhard
F6IPR,Frederic
F6IPR,Zara
F6IRE,Charles
F6IRO,Christian
F6ITD,Jean-Pierre
F6JOU,Alain
F6KFA,Radio Club
F6KFT,Denis
F6KRD,radio club
F6LMK,Unknown om
F6OC,Jean
F6RTB,no name
F8AAB,Gerard
F8ADJ,Yves
F8ANF,Guy
F8ATS,Tony
F8AWS,Gerald
F8BBL,Laurent
F8BBT,Laurent
F8BJK,Marc
F8BJO,Marcel
F8BNV,Joel
F8BRP,Alan
F8CFO,Jean-claude
F8CRK,Jacky
F8CRS,David
F8CVR,Ibrahim
F8CZI,Laurent (Lolo)
F8DGF,Nicolas
F8DML,Bernard
F8DRA,Marc
F8DSN,Damien
F8DVU,Jean-Marie
F8DYD,Patrick
F8DZU,Jean
F8DZY,Christophe
F8EAI,Christian
F8ETK,Yvon
F8FCA,Jean-luc
F8FEO,Alain
F8FFI,Jean-Marie
F8FKK,Claude
F8FLK,Thierry
F8FSC,Laurent (Larry)
F8FSN,Georges
F8FWL,Jean-Marc
F8FXA,Fred
F8GAK,Yves
F8GGZ,Michel
F8GNV,Richard
F8GQO,Gerard
F8IPS,Carmelo
F8KGD,Eic
F8LDX,Jean-Yves
F8NUH,Jean-Pierre FFF-2757
F8OML,Francis
F8OOI,John
F8STZ,Jack
F8TMQ,Jean-Yves
F8UFT,Union Francaise des Teleg
F8WAW,Edi
F8WBD,Richard
F8WEA,Petr
F8XX,Andre
F9CZ,Paul
F9JS,Jean
F9WT,Christian
FG8NY,Jean
FR4OZ,Pascal
G0ACM,David
G0A,Don
G0AGC,Allen
G0AGO,Robert
G0AKU,Rob
G0ANV,Daryl
G0AWY,Roger
G0AYD,Dave
G0AZB,Ian
G0AZS,Marc
G0BDE,Barry
G0BFJ,Brian
G0BPU,Michael
G0CAM,Cam
G0CHV,Mike
G0CXP,Keith
G0DDX,Geoff
G0DRM,David
G0ECJ,Haydn (Harry)
G0EFO,Mike
G0EHO,Mellor
G0EJQ,Jim
G0ELJ,Dave
G0EVV,David
G0FEX,Ken
G0FUW,Steve
G0FVH,David
G0GDU,John
G0GWY,Geoff 
G0GYY,Peter
G0HIO,Michael
G0HRT,Rob
G0IBL,Mike
G0IBN,Andrew
G0IIK,Nigelp
G0JEI,Les
G0JLA,Rod
G0KPH,Paul
G0LGS,Stue
G0LMX,Vincent
G0LWU,Andrew
G0MFR,Gareth
G0MGM,Rob
G0NES,Don
G0NMD,Les
G0NTC,no nameko
G0NUP,Kevin
G0OOG,David
G0ORO,Dennis
G0OTT,Darren
G0PEB,Robert
G0PHP,Keving
G0POT,Michael
G0PSI,Tom
G0PWP,Willi
G0RBD,Des
G0RPA,Ian
G0RQL,Don
G0SDT,Jon
G0SIG,KJ Prince
G0SLR,Roy
G0SNG,Dave
G0SUM,Andy
G0TAK,Roy
G0TDM,John
G0TIY,John
G0TPH,Alan
G0TQT,John
G0TRB,Roger
G0TWV,Ken
G0UBJ,Ken
G0UDG,Kevin
G0UJA,James
G0UUU,Phil
G0VGK,Paul
G0VIP,no name
G0VOF,Mark
G0VPS,David
G0VQW,Sandy
G0VWP,Terry
G0WPO,Niel
G0WRE,Paul
G0XAE,Mike
G1BLJ,Steve
G1EFL,Martin
G1FOA,Peter
G1INK,Steve
G1JYB,Barrye
G1LAT,Stephany
G1OCN,Dave
G1OYH,Howard
G1PIR,Dave
G1SDK,Soderis (Sid)
G1TGM,John
G1UBL,Adrian
G1UUO,Bob
G2BKZ,Rob
G2FSR,John
G2NF,Tony
G3BDQ,John
G3CWI,Ric
G3ESY,Peter
G3FXJ,no name
G3HKO,Des
G3HQT,Peter
G3ICO,George
G3ILO,Steve
G3IXZ,Bob
G3IZD,Ivan
G3JCJ,Les
G3JFS,Peter
G3JKM,Dennis
G3JUX,Jack
G3KYF,Keith
G3LAA,Anthony
G3LIK,Mick
G3MBN,Brian
G3MCK,Gerald
G3MPB,Roy
G3MUJ,no name
G3NFI,Unknown om
G3NFV,Robin
G3NIJ,no name B.C. Barker
G3NWG,David
G3NYY,Walt
G3OCA,Ken
G3OGK,Mike
G3OHC,Graham
G3OKA,John
G3PEM,Carl
G3PHW,Barry
G3PJT,Robert
G3PLE,Duke
G3RDQ,David
G3RMD,Frank
G3RTU,Keith
G3SEN,Ron
G3SHF,Bernhard
G3SJJ,Chris
G3SNT,Roger
G3SQU,Chris
G3SVK,Fred
G3SWH,Phil
G3TBK,David
G3TJE,Peter
G3TKF,Robino
G3TKK,Peter
G3TLH,Ian
G3TQQ,Dave
G3TRV,Morris
G3TWE,Peter
G3UAS,Trevor
G3UDA,Ken
G3UKH,Malcolm
G3USE,Steve
G3VEJ,Bob
G3VMW,Steve
G3VQO,Les
G3VXJ,Bob
G3WAB,Phil
G3WCY,Brian
G3WFK,John
G3WGQ,John
G3WGV,John
G3WNQ,Eddie
G3WPF,Reg
G3XFD,Rob
G3XIZ,Christopher (Chris)
G3XJS,Peter
G3XOB,Dave
G3XPO,Ken
G3XQE,Ken
G3XSD,Graham
G3XYF,John
G3XZG,no name
G3YBY,Ian
G3YJQ,Fred
G3YLA,Jim
G3YMC,Dave
G3YPE,Mike
G3ZGC,Richard
G3ZKN,Don
G3ZNR,Derek
G3ZPR,Dan
G3ZQQ,Jim
G3ZRJ,Tony
G3ZSS,Peter
G3ZWF,John
G3ZYV,Dave
G40VOF,Mark
G4AFI,Andrew
G4AFU,Paul
G4ALD,Frank
G4ALG,Steve
G4AMT,Terry
G4AON,Dave
G4APO,Rowland
G4ASA,Dave
G4AYO,Mike
G4AZS,Adrian
G4BFS,Terry
G4BLH,Mike
G4BLJ,Joh
G4BSW,Nigel
G4BUE, Christopher
G4CCQ,Mervyn
G4CCX,Chris
G4CFS,Glyn
G4CKH,Graeme
G4CMQ,David
G4CMZ,Kev
G4COX,Jack
G4CPA,Geoffrey
G4CWH,Colin
G4DBW,Bob
G4DDL,Mike
G4DDX,Ron
G4DSD,Ron
G4DST,Rob
G4DZE,Lin
G4EBO,Eric
G4EDG,Steve
G4EHT,Bill
G4ELG,Donald
G4ELZ,Jeff
G4ENB,Clive
G4ENZ,Martin
G4EOW,Peter
G4EYN,Ken
G4FAD,Rich
G4FGJ,Gordon
G4FJW,Chris
G4FKA,Geoff
G4FKH,Williams
G4FKS,Unkown om
G4FPA,John
G4FUJ,Graham
G4FVK,Dave
G4GFK,no name
G4GIY,Robin
G4GRG,Grajon Radio Group
G4GXY,Rex
G4GZG,Larry
G4HBI,Frank
G4HOM,Fred
G4HWK,Fred
G4IAR,Dave
G4IDL,Tom
G4IIJ,Peter
G4IPB,Paul
G4ISJ,Peter
G4IUP,Roger
G4IYC,Brian
G4IZZ,Mike
G4JDO,Robin
G4JQX,Charles
G4JSX,Mcf Owen
G4JZF,Graham
G4KHM,John
G4KRJ,Edward
G4LGX,Jra
G4LJU,Colin
G4LNA,Paul
G4MAD,Paddy
G4MEM,Mark
G4MVX,Mike
G4OBK,Phil
G4OEC,Mac
G4OGB,Les
G4OIG,Gerald
G4OMG,Clive
G4ONL,Victor
G4OOE,Nick
G4OTV,Dave
G4OWG,Roger
G4PEK,Leslie
G4PFK,Graham
G4PQJ,Raw
G4PTJ,George
G4RGV,Jon
G4RQJ,Rob
G4RQO,Jpec
G4SGX,Iain
G4SIE,Rik
G4SMN,John
G4SON,John
G4SSH,Roy
G4TGJ,Richard
G4TJC,Simon
G4TMZ,David
G4TNI,Del
G4TPJ,Rw
G4TQE,John
G4TSH,Justin
G4TSQ,Mike
G4UDG,Kris
G4UDU,Phil
G4USW,Bill
G4UXH,Colin
G4UXL,no name
G4UZN,Anthony
G4VFG,Peter
G4VHM,Tim
G4VMX,Tony
G4VPX,Allan
G4VSJ,Ken
G4VVP,Basil
G4VXE,Tim
G4WHA,Geof
G4WHV,Mady
G4WSB,Bill
G4WSX,Jra
G4WTF,Ian
G4XRX,Roger
G4YBU,Tim
G4YVW,no name
G4ZAO,David
G4ZGP,Geoff
G4ZIB,Tony
G4ZOY,Duncan
G4ZRP,Brian
G5CL,Ryan
G5LP,Lionel
G6AD,Adrian (ady) 
G6DEN,Denis
G6DTN,Dave
G6INU,Doug
G6LKB,David
G6LUZ,Steve
G6MML,Val
G6MZX,Geff
G6NHV,Peter
G6NHW,Pete
G6ODU,Robert
G6PJZ,Andy
G6TUH,Mike
G6UZY,Malcolm
G6WRW,Carolyne
G6ZVB,Keith
G7CNM,Dave
G7DIE,Steven
G7KFQ,Nick
G7LAS,Rob
G7OEM,Tony
G7ROY,Roy
G7SQW,Andy
G8ADD,Brian
G8AJM,Chris
G8CPZ,Andrew
G8CXK,Gerald
G8EUX,Peter
G8HBS,Peter
G8IYE,Jess
G8JSM,Colin
G8MIA,Andy
G8TMV,Colin
G8VNW,Nick
GB0CCC,Mark
GB0HGB,Lenny
GB0PG,Steve
GB0WCT,Radio club
GB0YAM,Walter
GB2AIR,Amateur Radio Society @ Aeroventure
GB2ASC,Club Call
GB2IWM,Duxford Radio Society
GB2WAB,Ken
GB3RN,HQ Station RN
GB3RSD,no name
GB4ASV,Club Call
GB5UI,Brian
GB60TVS,Scout HQ
GB8FRJ,Biwtoa special event stn
GD3TQQ,Dave
GD4ONL,Victor
GD4OOE,Nick
GD4RQJ,Rob
GI0AZA,Esther
GI0AZB,Ian
GI0BDX,Eamon
GI0OZA,no name
GI0VLE,Bill
GI3TME,Robert
GI4BBE,no name
GI4OBK,Phil
GI4ONL,Victor
GI4OOE,Nick
GI4SLQ,no name
GI4SRQ,George
GI4WSB,Bill
GI6PJZ,Andy
GM0AXY,Ken
GM0AZA,Esther
GM0AZB,Ian
GM0BKC,Paul
GM0BPU,Mike
GM0BZS,Andy
GM0EPO,John
GM0EVV,David
GM0EWX,Calum
GM0GAV,Gavin
GM0HIO,Michael
GM0HKS,Will
GM0HUU,Steve
GM0OAA,Mike
GM0OQT,no name
GM0RML,Art
GM0UDL,Andrew
GM0VMV,Ewan
GM0VWP,Terry
GM1BAN,Denny
GM1INK,Steve
GM1SXV,Nill
GM3ALZ,Fred
GM3COQ,Dave
GM3CWI,Ric
GM3ITN,Les
GM3OXX,George
GM3PIP,Peter
GM3PPE,Mike
GM3WIJ,Norman
GM3WUX,Terry
GM3YOR,Drew
GM3YTS,Robert
GM3ZLC,Thomas
GM4AGL,Bill
GM4COX,Jack
GM4FAM,Cris
GM4FOC,The first class cw operators' club foc
GM4JXP,Simon
GM4KGK,Norman
GM4MD,Paul
GM4NFI,David
GM4OAS,Gordon
GM4OBK,Phil
GM4OIG,Gerald
GM4TOE,Barry
GM4UYE,Martin
GM4WCE,Peter
GM4WSB,Bill
GM4YMM,Christiane
GM4ZJI,Chris
GM4ZXJ,Jim
GM5RAB,Robert
GM6HGW,Colin
GM6WRW,Caroline
GM6WRW,Carolyn
GM6ZAK,Andrew
GM7DHA,Kevin
GM7JDS,Brian
GM7NZI,Ray
GM7TUD,Jim
GM7UAU,Steve
GM8CPZ,Andrew
GM8CXK,Gerald
GM8OEG,Andy
GO0OOO,John
GO0VOF,Mark
GO3VQO,Les
GO4WSX,Jra
GOBPU,Michael
GQ3IXZ,Bob
GQ4OOO,John
GQ4WSB,Bill
GQ4WSX,Jira
GQ6UKO,Colin
GR4CMQ,David
GS8VL,Scotland's Dx Association
GU3TUX,Chris
GU4WSB,Bill
GV3VQO,Les
GW0ANA,Glyn
GW0AZA,Esther
GW0BPU,Michael
GW0DSP,Mike
GW0ETF,Stewart
GW0EVV,David
GW0HIO,Michael
GW0NUP,Kevin
GW0ODA,no name
GW0OFH,Steve
GW0PEB,Robert
GW0PLP,Don
GW0POT,Michael
GW0VSW,Carl
GW0WLQ,Robert
GW0WPO,Neil
GW1INK,Steve
GW2HFR,Jonathan
GW3CWI,Ric
GW3NYY,Walt
GW3PYD,Colin
GW3RDQ,David
GW3RIH,Wes
GW4AZS,Adrian
GW4BKG,Stephen (Steve)
GW4BVE,John
GW4CFS,Glyn
GW4CQZ,Martyn
GW4GNY,Martin
GW4HBK,Mr DD (Unknown Om)
GW4ISJ,Peter
GW4I,Unknown om
GW4OBK,Phil
GW4OKT,Keith
GW4OOE,Nick
GW4SGX,Iain
GW4TGJ,Richard
GW4TJC,Simon
GW4TPG,Martin
GW4TQE,John
GW4VPX,Allan
GW4WSB,Bill
GW4ZPL,Colin
GW6DTN,Dave
GW6OVD,Maldwyn
GW6VEI,Douglas
GW6WRW,Carolyne
GW8CXK,Gerald
GW8OGI,Ian
GX0OOO,John
GX0OOO,Roy
GX5BK,Don
HA0DU,Steve
HA0HH,Gyoergy
HA0HW,Laci
HA0IM,Endre
HA0IS,Gyula
HA0IT,Laszlo
HA0IV,Lajos
HA0LG,Toni
HA0LU,Jancsi
HA0ML,Istvan (Pisti)
HA0MO,Laci
HA0VI,Laszlo (laci) 
HA10SOTA,Gabor
HA1AG,Zoli
HA1CW,Kasper
HA1DAE,Zugo
HA1KED,Krisz
HA1KF,Ferenc
HA1TG,Kalocsa
HA1TI,Janos
HA1TV,Kar
HA1VG,Janos
HA1WD,Gyuri
HA1ZZ,Sanyi
HA2CLU,Unknown om
HA2DX,Fred
HA2EAV,Josef (joe) 
HA2EBA,Istvan (Pista)
HA2EOA,Imre
HA2EOU,Ferenc (Feri)
HA2ERO,Zoli
HA2ESM,Tamas
HA2JP,Peter
HA2MI,Istvan
HA2NA,Attila
HA2NEP,Peti
HA2NK,Ferenc (Feri)
HA2PP,Zoli
HA2RQ,Zoltan
HA2SB,Gabor
HA2VR,Gyula
HA2XG,Peter
HA3AN,Martin
HA3FFG,Geza
HA3FZ,Zoltan
HA3GI,Tamos
HA3GJ,Jozsef
HA3HK,Zoli
HA3HO,Bela
HA3HS,Bandi
HA3HX,Ati
HA3KGZ,NKSK Club Station
HA3LGB,Radioclub P.S.E.G.
HA3LV,Borbely
HA3MG,Jozsef (Joco)
HA3NU,Laszlo
HA3OC,Fery
HA3OD,Arpad
HA3OK,Zoltan
HA3OU,Joco
HA3PK,Toni
HA3PT,Janos (Jani)
HA3SIO,Radio Club
HA3UH,Joska
HA3YGD,Zoli
HA43NW,HA-QRP Sondercall
HA4AA,Andras
HA4BF,Feri
HA4FB,Kralik
HA4FY,Janos
HA4GGQ,Gabor
HA4SI,Istvan
HA4TJ,Jozsef
HA4XG,Geza
HA5AJZ,Attila (ati) 
HA5ARX,Andreas
HA5AZC,Louis
HA5BA,Klara
HA5BV,Casba
HA5BV,Csaba
HA5CLF,Istvan
HA5CLF,Istvan (Steve)
HA5CQZ,Zoli
HA5CW,Joska
HA5DE,Tibor
HA5DON,Csapo
HA5DR,Nanasi
HA5FA,Jenci
HA5GN,Janos
HA5GY,Sten
HA5KKC,Radio Club Bajcsy
HA5KQ,Joe
HA5LV,Viktor
HA5MA,Laci
HA5MO,Lajos
HA5OA,Gabor
HA5OKE,Karoly
HA5OM,Miki
HA5ONS,Karcsi
HA5OT,Otto
HA5SEA,Flori
HA5TA,Unkown om
HA5TI,Istvan
HA5TI,Pista
HA5XA,Krisztian (chris) 
HA6GAZ,Unkown om
HA6IAM,GulyAs
HA6IAY,Tomi
HA6NF,Jozsef
HA6NL,Laci
HA6NW,Gyula
HA6OD,Jozsef
HA6OO,Sandor
HA6OY,Joska
HA6PJ,Janos
HA6QR,Gyula
HA6VH,Gesa
HA6VN,Lazi
HA6VR,Sandor
HA7BJ,Janos
HA7BXU,no name
HA7BYN,Uno
HA7HF,Ferenc
HA7JQK,Alexandrosz
HA7LJ,Pisti
HA7ME,Laszlo (Laco)
HA7MG,Jozsef (Joska)
HA7MO,Laci
HA7QF,no name
HA7SBQ,Viktor
HA7UG,Laci
HA7UL,Feri
HA7VY,Jozsef
HA7WA,Viktor
HA7WEN,Levente
HA7XL,Laci
HA8BBJ,Karcsi
HA8BE,Bela
HA8BJ,Karoly
HA8BR,Mihaly (Misi)
HA8DD,Geza
HA8EK,Csaky
HA8FM,Tibi
HA8FY,Zsolt
HA8IE,Feri
HA8KW,Feco
HA8LCA,Jozsef
HA8LKM,Gabor
HA8LLH,Feri
HA8LTQ,Imre
HA8MT,Fero
HA8NU,no name
HA8PK,Sandor
HA8QW,Nagy
HA8QZ,Lali
HA8RJ,Attila
HA8TG,Lajos
HA8TI,Janos
HA8WP,Lajos
HA8WX,Miklos (Miki)
HA8YA,Imre
HA8ZB,Bela
HA9PI,Feri
HA9RP,Oszi
HA9RT,Jo
HB0AFVL,Amateurfunk Verein Liecht
HB0CC,Ivo
HB0WR,Waldemar
HB15SOTA,Special call
HB3XRV,Rene
HB3XTJ,Fritz
HB3XTZ,Sabrina
HB3XVC,Tobias
HB3YAZ,Alex
HB3YCD,Thomas
HB3YCT,Thomas
HB3YCY,Loick
HB3YDT,Dani
HB3YFP,Patrick
HB3YGD,Daniel
HB3YHH,Stephan
HB3YNO,Peter
HB3YOY,Hansruedi
HB3YPI,Silvio
HB3YPS,Christian
HB3YTO,Tom
HB3YVA,Tony
HB3YVW,Ralf
HB3YWO,Stefan
HB3YZD,Pascal
HB40POLICE,Special call
HB40VC,Radio Club Swissair
HB4FG,Swiss Army Ham Station
HB9AAL,Peter
HB9AAQ,Fred
HB9ABO,Urs
HB9AEP,Hugo
HB9AFH,Hugo
HB9AFI,Kurt
HB9AFZ,Francesco (Frank)
HB9AGA,Walter
HB9AGH,Ambrosi
HB9AGO,Hannes
HB9AGR,Lucien
HB9AIJ,Peter
HB9AJN,Ruedi
HB9AJP,Christoph
HB9ALN,Erich
HB9ALO,Mauro
HB9AMO,Pierre
HB9ANK,Heinz
HB9ANR,Juergen
HB9AOO,Kurt
HB9APF,Werner
HB9APJ,Heinrich
HB9AQA,Ferdi
HB9AQF,Hans
HB9ARF,Philippe
HB9ARQ,Konrad
HB9ASV,Peter
HB9ASZ,Bernhard (Bernie)
HB9AUK,Walter (Walt)
HB9AUS,Fabio
HB9AUW,Ernst
HB9AVE,Willi
HB9AWO,Juerg
HB9AXG,Antoine
HB9AXL,Paul
HB9AY,Ur-063
HB9AZA,Gusti
HB9BAB,Juerg
HB9BA,Klubstation
HB9BAS,Roland
HB9BAT,Emil
HB9BCB,Heinz
HB9BCK,Albert
HB9BCZ,Robert
HB9BDM,Mark
HB9BEG,Ernst
HB9BEQ,Renato
HB9BFC,Juerg
HB9BGG,Marco
HB9BGL,Michael
HB9BHU,Fredi
HB9BHW,Hansruedi
HB9BHY,Walter
HB9BIN,Juerg
HB9BJL,Christian
HB9BKI,Joseph
HB9BMD,Hugo
HB9BNC,Fritz
HB9BNK,Werner
HB9BOS,Heinz
HB9BPH,Heinz
HB9BQB,Guido
HB9BQI,Rene
HB9BQK,Emil
HB9BQO,Erwin
HB9BQP,Eugen
HB9BQR,Roland
HB9BQU,Hans
HB9BQY,Edi
HB9BRH,Tom
HB9BRJ,Markus
HB9BRU,Peter
HB9BRW,Hans-Peter
HB9BSH,Thomas
HB9BTI,Peter
HB9BWR,Kurt
HB9BXE,Hans-Peter
HB9BXF,Franz
HB9BXO,Renato
HB9BXQ,Renato
HB9BYI,Wolfi
HB9BYQ,Uli
HB9BYZ,Peter
HB9CAO,Roby
HB9CAT,Mark
HB9CBR,Bruno
HB9CCL,Ruedi
HB9CCM,Peter
HB9CCZ,Peter
HB9CDA,Hubert
HB9CDH,Bruno
HB9CEI,Hans
HB9CEV,Arthur
HB9CEX,Peter
HB9CFJ,Giulio
HB9CFL,Robert
HB9CGA,Uli
HB9CGL,Claude
HB9CGO,Roland
HB9CGW,Willy
HB9CHB,Martin
HB9CIC,Sepp
HB9CKV,Hans
HB9CLT,Thomas
HB9CMC,Friedrich
HB9CMI,Peter
HB9CNU,Rolf
HB9CNX,Stephan
HB9CNY,Bruno
HB9COS,Urs
HB9CPQ,Mario
HB9CPS,Geo
HB9CQL,Ruedi
HB9CQT,Hans
HB9CRO,David
HB9CRX,Claude
HB9CRY,Rene
HB9CSA,Fritz
HB9CSM,Fritz Zwingli
HB9CTU,Herbert
HB9CUB,Uli
HB9CUE,Hansjuerg
HB9CVE,Andy
HB9CVN,Ferdinando
HB9CVQ,Andy
HB9CWF,Katharina
HB9CWK,Norbert
HB9CXI,Dominic
HB9CYF,Christian
HB9CYV,Chris
HB9CYX,Fritz
HB9CZF,Dominique
HB9CZR,Rolf
HB9DAQ,Peter
HB9DAX,Fred
HB9DBM,Mark
HB9DCE,Bert
HB9DCL,Frank
HB9DCO,Art
HB9DCO,Duri
HB9DDE,Urs
HB9DDO,Stephan
HB9DDZ,Nick HBFF-0010
HB9DEN,Bruno
HB9DES,Stephane
HB9DEV,Albert
HB9DFQ,Paul
HB9DGV,Rolf
HB9DGZ,Rene
HB9DHA,Reinhard
HB9DHE,Daniel
HB9DIA,Ruedi
HB9DIZ,Markus
HB9DKZ,Hans-Juerg
HB9DMV,Franco
HB9DNB,Thadde
HB9DNP,Francois
HB9DNZ,Erhard
HB9DOR,Thomas
HB9DOT,Dean
HB9DPC,Heinz
HB9DPR,Tom
HB9DPZ,Robert
HB9DQJ,Markus
HB9DQL,Juerg
HB9DQM,Manuel
HB9DRM,Thomas
HB9DRT,Joachim
HB9DRW,Edi
HB9DSE,Karl
HB9DST,Paul
HB9DSW,Kari
HB9DUS,Lorenzo
HB9DXA,Heiner
HB9DX,Markus
HB9EAJ,Stephan
HB9EAR,Scott
HB9EBC,Michael
HB9EBZ,Lukas
HB9ECS,Charli
HB9EFJ,Claudio
HB9EGA,Marcin
HB9EGO,Mauro
HB9EHP,Hans-peter
HB9EIV,Michu
HB9EIY,Michael
HB9EIZ,Markus
HB9EKI,Franco
HB9EKJ,Geni
HB9EKK,Rolf
HB9EKO,Jens
HB9EKY,Beat
HB9ELD,Didy
HB9ELE,Didi
HB9ELF,Yvonne
HB9ELO,Andi
HB9ELZ,Markus
HB9EMG,Andy
HB9ENR,Hansruedi, 9H1XT 
HB9EOU,Ludovich
HB9ESR,Markus
HB9ESS,Christian
HB9ETR,Rob
HB9EVF,Tom
HB9EVS,Stefan
HB9EWO,Clemens
HB9EWU,Bodo
HB9EXA,Pascal
HB9EXF,Cami
HB9EYB,Rene
HB9EYP,Jaques
HB9EYW,Philipp
HB9FAB,Patrick
HB9FAI,Peter
HB9FAQ,Fiorenzo
HB9FAS,no name
HB9FBA,Moreno
HB9FBG,Mauro
HB9FBM,Fabio
HB9FBN,Rico
HB9FBQ,Nello
HB9FDT,Alexander
HB9FEH,Sergio
HB9FHX,Roger
HB9FIH,Erich
HB9FKP,Patrick
HB9FL,Radio Club
HB9FLU,Manfred
HB9FMD,Roland
HB9FMG,Adi
HB9FND,Alex
HB9FNN,Mathias
HB9FNX,Stefan
HB9FPM,Eva
HB9FRK,Andy
HB9FRL,Ernst
HB9FRV,Mathias (Matt)
HB9FSE,Edy
HB9FSN,Bruno
HB9FUE,Patrick
HB9FVF,Matthias
HB9FVK,Ruedi
HB9FVS,Stephan
HB9FXU,Thomas
HB9FZC,Carine
HB9FZE,Stefan
HB9GF,Hobby Funker Innerschweiz
HB9GHJ,Urs
HB9GIE,Erwin
HB9GIN,Christian
HB9GIX,Michael
HB9GKP,Petru
HB9GKR,Ralf
HB9GNI,Tom
HB9GNP,Gabriela
HB9GPL,Jay
HB9GSO,Roland
HB9GUA,Erich
HB9GUI,Rolf
HB9GUV,Martin
HB9GUX,HaWe
HB9GVC,Thomas
HB9GVW,Martin
HB9GWD,Peter
HB9GXX,Dany
HB9GZX,Daniel
HB9HAT,Mario
HB9HBU,Anita
HB9HBV,Jean-Pierre
HB9HCI,Andreas
HB9HCS,Stephan
HB9HCZ,Mateo
HB9HDC,Mike
HB9HFA,Martial
HB9HFA,no name
HB9HLM,Andre
HB9HQX,Beat
HB9HSLU,Klubstation
HB9HTC,HTC-Helvetia-Clubstation
HB9HVF,Bruno
HB9HVG,Markus
HB9HVK,Markus
HB9HVQ,Christoph
HB9HVS,Heinz
HB9IAB,Eric
HB9IAT,Andre
HB9IIO,Daniel
HB9IIY,Rudaz
HB9IK,Hans Peter
HB9IQB,Perikle
HB9IQL,Fritz
HB9IQN,Hans-Peter
HB9IRF,Gerald
HB9JAM,JOTA-Team
HB9JAT,Thomas
HB9JAY,Walter
HB9JNH,Markus
HB9JOE,Andy
HB9JW,Fred
HB9KAM,Andre
HB9KBG,Gaston
HB9KNT,Arthur
HB9LAN,Fredi
HB9LBX,Heinz
HB9LCY,Thomas
HB9LDR,George
HB9LEK,Martin
HB9LU,USKA - Sektion Luzern
HB9MED,Reto
HB9MFL,Armin
HB9MFM,Walter
HB9MHA,Beat
HB9MKV,Ruedi
HB9MNX,Christoph
HB9MOZ,Ruedi
HB9NBG,Rene
HB9N,Clubstation
HB9ND,USKA Sektion Oberaargau
HB9NW,Renato
HB9OAB,Franco
HB9O,Clubstation Verkehrshaus
HB9OD,Dave
HB9OME,Robert
HB9OOA,Michael
HB9OOE,Unknown OM
HB9OQ,Ueli
HB9PIM,Rene
HB9PL,Peter
HB9PMF,Hansjoerg
HB9PZP,Peter
HB9QA,Karl
HB9QO,Bruno
HB9RB,Clubstation
HB9RDD,Christian
HB9RDE,Rolf
HB9RL,Radio Club Locarno
HB9RMW,Leander
HB9ROQ,Johny
HB9ROX,Kurt
HB9RPM,no name
HB9RRV,Peter
HB9RTJ,R�bi
HB9RUZ,Peter
HB9RYV,Peter
HB9SGU,Sepp
HB9SHD,Remo
HB9SIU,Hans
HB9SLO,Berti
HB9SOTA,Club call
HB9SRU,Urs
HB9SVT,Tom
HB9TG,Club Stn.
HB9TIA,Manuel
HB9TI,Goepf
HB9TJM,Christophe
HB9TNF,Guido
HB9TNW,Celso
HB9TPN,Matthias
HB9TPT,Guido
HB9TRY,Manu
HB9TSU,Marco (Mark)
HB9TTE,Samuel
HB9TTY,Frederic
HB9T,USKA Sektion Thun
HB9TVK,Peter
HB9TWM,Marcel
HB9TWU,Gregoire
HB9TZA,Augusto
HB9UAG,Raffaele
HB9UQX,Peter
HB9UVW,Daniel
HB9VC,Klubstation der Swissair
HB9WDE,Daniela
HB9WDF,Michael
HB9WFF,Special Event Call
HB9WG,Erich
HB9XCM,Markus
HB9XJ,Hans
HB9YG,Willy
HB9ZAP,Edwin
HB9ZCF,Kurt
HB9ZCV,Kurt
HB9ZCW,Marco
HB9ZIH,Mathias
HB9ZS,Walter
HB9ZY,Gody
HE3OM,Special Call
HF0B,Ryszard
HF800Z,Jerzy
HG0WFF,Radio Club
HG2011P,Klara
HG20MAT,Arpad
HG4GBX,Janos
HG4GHJ,Joska
HG4UK,Zsolt
HG50IPA,International Police Ass.
HG5BO,no name
HG7WAV,Victor
HI3K,Edwin
HI8A,Rafael
HS0ZIA,Bob
HS0ZIV,Helmut
HZ1BH,Amer
HZ1BW,Abdullah
I0AAF,Carlo
I0FSP,Frank
I0IJ,Tony
I0KHY,Claudio
I0KNX,Giancarlo
I0LTX,Corrado
I0MMA,Roberto
I0MOM,Marco
I0SSW,Alex
I0TVL,Guiseppe
I0UZF,Francesco
